Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,12,"Microsoft SQL Server, Microsoft Access",10,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,107978.31
United States,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Amazon RDS (any flavor)",11,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,104000.0,122662.5
Ireland,7,Oracle,8,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,88833.0,77803.62000000001
Denmark,3,"Microsoft SQL Server, Oracle, DB2, Azure SQL DB",3,DBA,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,60000.0,47670.213399999986
United Kingdom,7,Oracle,7,DBA,1,Full time employee,Federal government,2017,Microsoft SQL Server,No,0,Not Asked,48672.0,51261.921500000004
Canada,3,"Microsoft SQL Server, MySQL/MariaDB",3,Developer: BI,5,Full time employee,State/province government,2021,Microsoft SQL Server,No,2,Male,63552.0,47743.280800000015
United States,13,MongoDB,1,DBA (Production Focus),2,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Female,106575.0,115506.65000000001
Germany,15,"Oracle, Microsoft Access, Elasticsearch, Azure SQL DB",16,Engineer,2,Full time employee,Private business,2019,Microsoft SQL Server,Yes,2,Male,90500.0,79153.95
Romania,3,"Microsoft SQL Server, PostgreSQL",22,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,75000.0,41685.4
United Kingdom,18,"Redis, Azure SQL DB",5,Manager,0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,115000.0,85878.42
United States,7,MongoDB,10,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,72000.0,98018.7
Belgium,22,"Oracle, Microsoft Access, Sybase",8,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,60000.0,75749.9
Norway,17,"Oracle, MySQL/MariaDB, Azure SQL DB, DocumentDB",2,Developer: BI,6,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,85000.0,85336.27
United States,17,Microsoft SQL Server,10,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,133000.0,115221.80000000002
Taiwan,13,"Microsoft SQL Server, Azure SQL DB",10,DBA (General),6,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,51000.0,105344.66
United States,23,"Microsoft SQL Server, MongoDB, Amazon RDS (any flavor)",20,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,174000.0,124788.40999999996
United States,16,"Microsoft SQL Server, DB2",16,DBA (Development Focus),6,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,121000.0,124825.53
Mexico,6,"Oracle, MySQL/MariaDB, PostgreSQL, DB2, Azure SQL DB, Amazon RDS (any flavor)",2,DBA,6,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,26000.0,37372.09
Spain,11,Microsoft SQL Server,2,Architect,0,Independent consultant,Private business,2021,Microsoft SQL Server,Yes,0,Male,180000.0,89217.32
Netherlands,1,"Microsoft SQL Server, Oracle",20,DBA (Production Focus),3,Full time employee,Local government,2021,Microsoft SQL Server,No,1,Male,61000.0,62109.62
United States,10,"Oracle, DB2",6,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,97283.17
United States,2,"Redis, SQLite",8,Developer: App Code,5,Full time employee,Private business,2018,PostgreSQL,No,0,Male,91000.0,112276.84
United States,12,Microsoft SQL Server,15,Other,0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,82000.0,112553.81999999999
India,7,Microsoft SQL Server,2,Developer: T-SQL,3,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,16000.0,16859.309999999983
United States,15,"Oracle, PostgreSQL, Cassandra, Azure SQL DB (any flavor), Amazon RDS (any flavor)",10,Manager,6,Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,120000.0,132696.0
United States,7,Microsoft SQL Server,4,DBA (General),0,Full time employee,Non-profit,2020,Microsoft SQL Server,No,2,Male,80000.0,101497.31
United States,4,"Microsoft SQL Server, Microsoft Access",4,Developer: App Code,2,Full time employee,Private business,2019,MySQL/MariaDB,No,2,Male,65000.0,79504.9
United Kingdom,12,"Oracle, MongoDB",2,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,61000.0,63532.869999999995
Poland,3,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Elasticsearch, SAP, SAP HANA (yep, ""SAP"" doesnt tell it enough)",2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,19000.0,31825.52805999999
Australia,15,"Microsoft SQL Server, MySQL/MariaDB, Amazon RDS (any flavor)",5,Manager,6,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,120000.0,82093.0528
United States,3,"Microsoft Access, SQLite, Azure SQL DB (any flavor)",1,Engineer,4,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,70000.0,79305.01
United States,18,"Oracle, MySQL/MariaDB, DB2",18,DBA (General),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,Yes,0,Male,75000.0,116960.68999999999
United States,15,Microsoft Access,6,DBA (General),0,Full time employee,Local government,2018,Microsoft SQL Server,Yes,0,Male,115000.0,104848.43
United States,2,"PostgreSQL, Microsoft Access",3,Analyst,0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,117000.0,79897.44
Ireland,10,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)",0,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,85000.0,88857.9
United Kingdom,30,"PostgreSQL, Amazon RDS (any flavor)",15,DBA (Production Focus),1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,90500.0,82206.19
United States,6,"Oracle, MySQL/MariaDB, DB2, Microsoft Access",1,Analyst,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,88000.0,86762.81999999999
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB",25,DBA (General),0,Full time employee,Non-profit,2019,Microsoft SQL Server,No,0,Male,120000.0,99660.0
United States,4,"PostgreSQL, Microsoft Access, SQLite, SAP",2,Developer: BI,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,77000.0,79489.51
Denmark,17,PostgreSQL,17,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,108000.0,62332.801200000016
India,8,Amazon RDS (any flavor),8,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,18680.0,34980.649999999994
United States,5,"Microsoft Access, SQLite",5,Developer: BI,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,100000.0,100399.99999999999
United Kingdom,22,Azure SQL DB,2,DBA (General),1,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,132854.51
United States,18,"MySQL/MariaDB, Azure SQL DB",13,Architect,1,Full time employee,Private business,2019,Microsoft SQL Server,Yes,2,Female,132000.0,131499.14
United States,12,Microsoft SQL Server,12,DBA (Production Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,113000.0,116317.33000000002
United States,10,"MySQL/MariaDB, PostgreSQL, Microsoft Access",1,Analyst,0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Female,60000.0,85009.89
United States,15,Microsoft SQL Server,15,Engineer,4,Full time employee,Private business,2021,Oracle,No,1,Prefer not to say,141000.0,126210.25
New Zealand,11,"PostgreSQL, Azure SQL DB, Amazon RDS (any flavor), JADE",4,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,100000.0,70399.54000000001
United States,20,"MongoDB, Cassandra",1,Engineer,3,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,150000.0,117596.99
United States,12,Microsoft SQL Server,2,Manager,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,130000.0,132741.4608
United States,10,"Oracle, Azure SQL DB (any flavor), CosmosDB",4,Manager,6,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,103900.0,126093.0
United States,10,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor), Redshift",10,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,130000.0,105084.70000000001
United States,5,"Microsoft SQL Server, Oracle, DB2, Microsoft Access",1,Analyst,6,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,73000.0,92680.0
United States,20,"Microsoft SQL Server, Oracle",3,Architect,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,135000.0,141734.99999999997
Spain,13,"Microsoft SQL Server, Oracle, SAP",10,DBA,0,Full time employee,Private business,2017,Oracle,No,0,Not Asked,40000.0,47830.10400000004
Uruguay,8,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, SQLite, Azure SQL DB (any flavor), CosmosDB",8,Developer: App Code,1,Consulting Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,165000.0,105299.5
Australia,2,Microsoft Access,2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,54000.0,56894.409999999996
Mexico,10,"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB",3,DBA,0,Full time employee,State/province government,2017,Microsoft SQL Server,Yes,0,Not Asked,20000.0,40007.04
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Hadoop (HBase,etc...)",20,Engineer,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,102000.0,118183.15000000001
United States,12,"Oracle, Microsoft Access, SQLite",12,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,108000.0,103786.0
United States,6,"SQLite, Azure SQL DB",21,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,125000.0,102157.6
United Kingdom,15,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite, Azure SQL DB (any flavor), Amazon RDS (any flavor)",10,Developer: App Code,0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,50000.0,65320.23000000001
United States,6,"Oracle, PostgreSQL",6,DBA (General),1,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,56000.0,104963.8
United States,6,"Oracle, DB2",3,DBA (General),0,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,70000.0,93876.91
United States,16,"Microsoft SQL Server, Azure SQL DB",16,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,6,Male,162000.0,125158.5
United Kingdom,10,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Prefer not to say,67000.0,62709.209999999985
United States,17,"Oracle, Microsoft Access, SQLite, Azure SQL DB",5,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,135000.0,119475.98999999999
United States,22,"Oracle, Microsoft Access",3,DBA (General),0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,112000.0,120052.34
United States,5,Elasticsearch,4,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,90000.0,95207.0
United States,18,"MySQL/MariaDB, Microsoft Access",18,DBA (General),1,Full time employee,Non-profit,2020,Microsoft SQL Server,Yes,1,Female,102000.0,128218.12
United States,19,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB (any flavor)",20,Architect,4,Full time employee,State/province government,2021,Microsoft SQL Server,No,2,Prefer not to say,144000.0,142584.0
Germany,20,"Microsoft SQL Server, MySQL/MariaDB, SQLite",16,Architect,0,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,130000.0,122114.99999999999
Australia,15,"Microsoft SQL Server, Oracle, PostgreSQL",15,Engineer,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,77000.0,82770.4484
United States,20,Azure SQL DB,20,DBA (Development Focus),3,Consulting Full time employee,Private business,2019,Microsoft SQL Server,No,6,Male,132000.0,135331.97999999998
United States,19,"Oracle, MySQL/MariaDB, PostgreSQL, Teradata, Hadoop",1,Developer: T-SQL,1,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,110000.0,114742.56
United States,2,"Oracle, MySQL/MariaDB, Azure SQL DB (any flavor)",3,DBA (General),3,Full time employee,Local government,2021,Microsoft SQL Server,No,2,Male,74000.0,84438.88
United States,7,"MySQL/MariaDB, Azure SQL DB",1,Manager,5,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,92000.0,118920.0
United States,8,Microsoft SQL Server,8,DBA (General),6,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,90000.0,101312.45999999999
Romania,15,Amazon RDS (any flavor),15,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,62000.0,46965.509999999995
United States,5,"Microsoft SQL Server, Oracle, Teradata",5,Developer: T-SQL,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,118000.0,97026.2
United States,14,"Oracle, Azure SQL DB (any flavor)",14,DBA (Development Focus),1,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,145000.0,121486.78000000001
United States,7,"Microsoft SQL Server, MongoDB, DB2, Azure SQL DB",7,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,105000.0,92862.42
India,1,Microsoft SQL Server,1,Developer: T-SQL,1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,7475.449999999997,9790.386666666629
United States,1,Oracle,1,Developer: T-SQL,6,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,95500.0,65238.399999999994
United Kingdom,18,"Oracle, MongoDB, Microsoft Access, Ingres",29,DBA (General),1,Full time employee,Federal government,2020,Microsoft SQL Server,No,1,Female,45000.0,66452.79
Saudi Arabia,7,"Oracle, MySQL/MariaDB, Microsoft Access, SQLite",3,DBA,5,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,65000.0,42932.97999999999
United States,14,"MongoDB, Microsoft Access",6,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,92822.0,109672.58
Luxembourg,5,"Microsoft SQL Server, MySQL/MariaDB",5,DBA (General),4,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,102000.0,68498.95999999998
United Kingdom,6,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, SAP, Azure SQL DB",3,Developer: T-SQL,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,42000.0,59526.2399
United States,18,MySQL/MariaDB,18,DBA (Production Focus),0,Full time employee,Private business,2020,Microsoft SQL Server,No,6,Female,132000.0,110219.50000000001
Hungary,4,"Microsoft SQL Server, Oracle, PostgreSQL",2,Developer: BI,5,Consulting Full time employee,Private business,2018,Azure SQL DB,Yes,0,Male,33000.0,18810.898059999992
United States,10,"Microsoft SQL Server, Oracle",10,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,115000.0,102359.87999999999
United States,5,"Microsoft SQL Server, Oracle, Snowflake",1,Developer: BI,2,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,92000.0,85636.1
United States,17,"DB2, Microsoft Access, SQLite",17,DBA,0,Consulting Full time employee,Federal government,2017,Microsoft SQL Server,No,0,Not Asked,125000.0,125648.96
United States,11,Oracle,22,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,119071.0,118262.63
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2",1,DBA (General),1,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,101000.0,130440.65
United States,6,"MongoDB, Teradata",6,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,106000.0,97004.62
United States,15,Oracle,1,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,130000.0,110817.50000000001
Canada,9,"Microsoft SQL Server, Microsoft Access",5,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,73000.0,74352.03950000001
United Kingdom,10,"Microsoft SQL Server, Oracle, Azure SQL DB (any flavor), Amazon RDS (any flavor)",4,Engineer,0,Independent consultant,Private business,2020,Microsoft SQL Server,No,6,Male,100000.0,89634.9574
United States,5,"Microsoft Access, Teradata",5,Analyst,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,86500.0,82457.95
United States,10,"Microsoft SQL Server, Oracle, Microsoft Access, Neo4j",5,Manager,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,175000.0,119878.12
United States,20,"DB2, Microsoft Access, Azure SQL DB",25,Other,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,98000.0,117233.74
United States,20,"Oracle, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB",5,Architect,3,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,149000.0,131034.99999999997
Canada,15,"Oracle, MySQL/MariaDB, Cassandra",15,Architect,6,Full time employee,Local government,2021,Microsoft SQL Server,No,0,Male,70000.0,69328.19
Italy,3,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Microsoft Access, SQLite",2,Data Scientist,1,Full time employee,Private business,2017,Oracle,No,0,Not Asked,45000.0,40939.719999999994
United States,2,"Microsoft SQL Server, Oracle, DB2, Microsoft Access, Teradata",6,Analyst,2,Full time employee,Private business,2018,Teradata,No,0,Male,95000.0,98174.5
United States,17,"MongoDB, Microsoft Access, Azure SQL DB",17,Developer: BI,2,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,120000.0,111270.44
United States,4,"Microsoft SQL Server, Hive",2,Developer: BI,1,Full time employee,Private business,2019,Oracle,No,1,Male,77000.0,74202.01999999999
United States,10,"MySQL/MariaDB, Microsoft Access",6,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,11500.0,106843.78
United States,17,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL",3,DBA (Development Focus),0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,101000.0,101243.0
United States,15,"Microsoft SQL Server, Azure SQL DB",1,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,84000.0,115404.0827
United States,22,"Oracle, Azure SQL DB (any flavor)",22,Developer: App Code,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,158567.0,129908.39999999998
United States,6,"Cassandra, Elasticsearch",6,Developer: App Code,5,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,125000.0,102243.0
United States,1,Azure SQL DB (any flavor),1,Developer: T-SQL,1,Part time,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,1,Male,28000.0,48549.25999999997
United States,6,"Oracle, PostgreSQL",6,DBA (General),1,Full time employee,Federal government,2018,Microsoft SQL Server,No,0,Female,62000.0,92656.84999999999
United States,19,"Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",15,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,130000.0,116458.69999999998
United States,9,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",1,Engineer,4,Independent consultant,Private business,2018,Other,No,0,Male,110240.0,139277.90000000002
United States,5,Azure SQL DB,2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,108000.0,93451.0
Colombia,5,"Microsoft SQL Server, MongoDB, Azure SQL DB (any flavor)",5,Developer: App Code,6,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,2,Prefer not to say,24000.0,44153.74490000001
United States,20,"Microsoft SQL Server, PostgreSQL, MongoDB, SQLite, Azure SQL DB",20,Architect,4,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,136000.0,145564.0
New Zealand,7,"Microsoft SQL Server, Microsoft Access, SQLite",8,DBA (Production Focus),4,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,54999.99999999999,61139.71611999999
Norway,20,"MySQL/MariaDB, Cassandra, Microsoft Access, SQLite, Azure SQL DB (any flavor), CosmosDB",4,Other,2,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,70.0,86327.28
United States,12,Sybase,2,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,130000.0,103525.58
Philippines,10,"Oracle, Microsoft Access, Azure SQL DB",5,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,35000.0,41867.56
Sweden,2,"Azure SQL DB, RavenDB",2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,49000.0,53304.90000000001
United Kingdom,10,Snowflake,8,Developer: BI,6,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,65000.0,69793.06
United States,2,"Microsoft SQL Server, MySQL/MariaDB",2,Analyst,3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,64000.0,69752.36
United States,7,Microsoft SQL Server,6,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,95000.0,89915.43
United States,2,Microsoft Access,25,Other,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,84000.0,97345.61
United States,10,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, SQLite, Redshift",5,Architect,0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,140000.0,119642.99999999999
United States,22,"MySQL/MariaDB, PostgreSQL, DB2, CosmosDB",20,DBA (Development Focus),1,Full time employee,Non-profit,2020,Microsoft SQL Server,No,0,Male,116000.0,112567.70000000001
United States,2,Microsoft SQL Server,2,DBA (Production Focus),4,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Female,89347.0,75854.92
United States,8,Microsoft Access,8,DBA (Development Focus),2,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,140000.0,98495.86
United States,16,"Microsoft Access, Azure SQL DB",4,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,112000.0,133523.10270000008
United Kingdom,10,"Microsoft SQL Server, Azure SQL DB (any flavor), Amazon RDS (any flavor)",2,Engineer,0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,65890.0,66618.6489
Australia,12,Oracle,12,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,80330.87999999999
United States,6,"Microsoft SQL Server, MySQL/MariaDB",6,Developer: T-SQL,6,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,106000.0,104537.33
United States,8,Oracle,8,Developer: T-SQL,6,Full time employee,Local government,2020,Microsoft SQL Server,No,1,Male,97000.0,99280.92
United States,18,"Microsoft SQL Server, Azure SQL DB (any flavor)",5,DBA (Production Focus),1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,125000.0,117731.4544
Italy,3,"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor)",9,Other,6,Full time employee,Private business,2021,Cassandra,Yes,0,Prefer not to say,66000.0,65623.56417999999
Portugal,8,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB (any flavor), CosmosDB",5,Manager,5,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,50000.0,51228.19000000001
Belarus,6,"MySQL/MariaDB, SQLite, Azure SQL DB",1,Developer: App Code,3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,34583.95600000004
Sweden,13,CosmosDB,13,DBA (General),0,Full time employee,Federal government,2021,Microsoft SQL Server,No,0,Male,70200.0,64932.23850000001
United States,10,"MongoDB, Azure SQL DB",8,DBA (Development Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,187000.0,117947.94
United States,12,Azure SQL DB,1,Architect,0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,116500.0,123821.36
United States,20,"MySQL/MariaDB, Azure SQL DB",9,DBA (General),2,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,106000.0,123007.0
United States,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Azure SQL DB (any flavor)",8,DBA (General),5,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,110000.0,118032.23
United States,10,Microsoft SQL Server,4,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,73000.0,97691.29000000001
United States,19,Informix,25,DBA (General),1,Full time employee,Local government,2020,Microsoft SQL Server,No,2,Male,132000.0,105945.51999999999
Canada,4,"Oracle, PostgreSQL, Microsoft Access",4,Developer: BI,4,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,61000.0,54445.59799999998
United States,10,MongoDB,8,DBA (Production Focus),3,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,125000.0,108293.70000000001
United States,15,"Oracle, MySQL/MariaDB, Amazon RDS (any flavor), Vertica",12,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,109000.0,119121.04000000001
United States,4,Microsoft Access,3,Developer: T-SQL,6,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,87000.0,75489.91
United States,1,Microsoft SQL Server,1,Developer: BI,2,Part time,Private business,2020,MySQL/MariaDB,No,1,Male,30000.0,44033.629999999976
Sweden,2,Azure SQL DB,2,DBA (Production Focus),6,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,58000.0,62722.22
United States,4,"MySQL/MariaDB, Microsoft Access",4,DBA (General),1,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,67000.0,74740.37000000001
United States,5,"Microsoft SQL Server, MySQL/MariaDB, MongoDB",15,Other,1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,93000.0,93845.0
United States,5,"Oracle, MySQL/MariaDB, DB2",5,Architect,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,85645.31999999999
United Kingdom,18,"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, SAP",15,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,66000.0,75732.32999999999
United States,15,"Oracle, MongoDB",4,DBA (Production Focus),3,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,125000.0,102822.43000000001
United Kingdom,10,MySQL/MariaDB,12,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,72000.0,76400.35
Italy,10,"Oracle, PostgreSQL, SAP",10,Engineer,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,54999.99999999999,42434.23999999998
Canada,5,"MySQL/MariaDB, PostgreSQL, SQLite, Amazon RDS (any flavor)",6,Developer: App Code,3,Full time employee,Private business,2020,MySQL/MariaDB,No,0,Male,53579.99999999999,62405.80999999998
United States,4,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access",4,DBA (General),0,Full time employee,State/province government,2019,Microsoft SQL Server,No,1,Male,65000.0,82172.04
United States,5,"Microsoft SQL Server, Oracle, Microsoft Access, SAP HANA, Amazon RDS (any flavor)",3,Analyst,3,Full time employee,Private business,2020,PostgreSQL,No,1,Male,87600.0,101482.95
