Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,10,"Microsoft SQL Server, SAP",10,DBA (General),6,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,100000.0,122243.35
United States,22,"Oracle, Microsoft Access",3,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,132000.0,113328.766
United States,5,"Microsoft SQL Server, Azure SQL DB",4,Developer: BI,1,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Male,93000.0,87568.195
United States,6,"Microsoft SQL Server, Oracle, Azure SQL DB (any flavor), Amazon RDS (any flavor), CosmosDB",2,Engineer,6,Full time employee,Private business,2021,Azure SQL DB,No,0,Male,115000.0,119802.914
United States,10,Microsoft SQL Server,10,Developer: T-SQL,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,126000.0,107663.79
United States,10,"Oracle, couchbase",1,DBA (Production Focus),1,Full time employee,Federal government,2018,Microsoft SQL Server,No,0,Female,108000.0,94224.055
United States,16,Azure SQL DB (any flavor),16,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,100000.0,117065.95
United States,8,"Microsoft SQL Server, Azure SQL DB (any flavor), CosmosDB",3,Manager,4,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,96000.0,128940.78
Canada,15,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB (any flavor), Amazon RDS (any flavor)",5,Engineer,1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Female,95000.0,72135.586
United States,15,Oracle,15,DBA (Development Focus),1,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,150000.0,113231.74
United States,10,"Microsoft SQL Server, Oracle",7,Manager,0,Full time employee,State/province government,2019,Microsoft SQL Server,Yes,2,Male,125000.0,96256.18
United States,12,"Microsoft SQL Server, Microsoft Access",10,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,96228.95
United States,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Amazon RDS (any flavor)",11,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,104000.0,122508.71
Ireland,7,Oracle,8,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,88833.0,62076.887
Denmark,3,"Microsoft SQL Server, Oracle, DB2, Azure SQL DB",3,DBA,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,60000.0,56647.957
United Kingdom,7,Oracle,7,DBA,1,Full time employee,Federal government,2017,Microsoft SQL Server,No,0,Not Asked,48672.0,54416.883
Canada,3,"Microsoft SQL Server, MySQL/MariaDB",3,Developer: BI,5,Full time employee,State/province government,2021,Microsoft SQL Server,No,2,Male,63552.0,43284.43
United States,13,MongoDB,1,DBA (Production Focus),2,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Female,106575.0,118202.02
Germany,15,"Oracle, Microsoft Access, Elasticsearch, Azure SQL DB",16,Engineer,2,Full time employee,Private business,2019,Microsoft SQL Server,Yes,2,Male,90500.0,71409.125
Romania,3,"Microsoft SQL Server, PostgreSQL",22,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,75000.0,36887.137
United Kingdom,18,"Redis, Azure SQL DB",5,Manager,0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,115000.0,95252.68
United States,7,MongoDB,10,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,72000.0,102749.37
Belgium,22,"Oracle, Microsoft Access, Sybase",8,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,60000.0,63904.48
Norway,17,"Oracle, MySQL/MariaDB, Azure SQL DB, DocumentDB",2,Developer: BI,6,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,85000.0,73515.55
United States,17,Microsoft SQL Server,10,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,133000.0,114675.125
Taiwan,13,"Microsoft SQL Server, Azure SQL DB",10,DBA (General),6,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,51000.0,66512.375
United States,23,"Microsoft SQL Server, MongoDB, Amazon RDS (any flavor)",20,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,174000.0,123104.91
United States,16,"Microsoft SQL Server, DB2",16,DBA (Development Focus),6,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,121000.0,106165.35
Mexico,6,"Oracle, MySQL/MariaDB, PostgreSQL, DB2, Azure SQL DB, Amazon RDS (any flavor)",2,DBA,6,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,26000.0,24823.234
Spain,11,Microsoft SQL Server,2,Architect,0,Independent consultant,Private business,2021,Microsoft SQL Server,Yes,0,Male,180000.0,74600.45
Netherlands,1,"Microsoft SQL Server, Oracle",20,DBA (Production Focus),3,Full time employee,Local government,2021,Microsoft SQL Server,No,1,Male,61000.0,61250.367
United States,10,"Oracle, DB2",6,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,99657.17
United States,2,"Redis, SQLite",8,Developer: App Code,5,Full time employee,Private business,2018,PostgreSQL,No,0,Male,91000.0,105843.95
United States,12,Microsoft SQL Server,15,Other,0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,82000.0,114615.95
India,7,Microsoft SQL Server,2,Developer: T-SQL,3,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,16000.0,23674.953
United States,15,"Oracle, PostgreSQL, Cassandra, Azure SQL DB (any flavor), Amazon RDS (any flavor)",10,Manager,6,Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,120000.0,142141.16
United States,7,Microsoft SQL Server,4,DBA (General),0,Full time employee,Non-profit,2020,Microsoft SQL Server,No,2,Male,80000.0,100148.65
United States,4,"Microsoft SQL Server, Microsoft Access",4,Developer: App Code,2,Full time employee,Private business,2019,MySQL/MariaDB,No,2,Male,65000.0,85520.195
United Kingdom,12,"Oracle, MongoDB",2,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,61000.0,61128.957
Poland,3,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Elasticsearch, SAP, SAP HANA (yep, ""SAP"" doesnt tell it enough)",2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,19000.0,38979.88
Australia,15,"Microsoft SQL Server, MySQL/MariaDB, Amazon RDS (any flavor)",5,Manager,6,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,120000.0,75322.15
United States,3,"Microsoft Access, SQLite, Azure SQL DB (any flavor)",1,Engineer,4,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,70000.0,90199.28
United States,18,"Oracle, MySQL/MariaDB, DB2",18,DBA (General),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,Yes,0,Male,75000.0,114599.58
United States,15,Microsoft Access,6,DBA (General),0,Full time employee,Local government,2018,Microsoft SQL Server,Yes,0,Male,115000.0,93947.98
United States,2,"PostgreSQL, Microsoft Access",3,Analyst,0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,117000.0,74465.945
Ireland,10,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)",0,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,85000.0,81643.64
United Kingdom,30,"PostgreSQL, Amazon RDS (any flavor)",15,DBA (Production Focus),1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,90500.0,104316.305
United States,6,"Oracle, MySQL/MariaDB, DB2, Microsoft Access",1,Analyst,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,88000.0,86134.35
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB",25,DBA (General),0,Full time employee,Non-profit,2019,Microsoft SQL Server,No,0,Male,120000.0,105853.84
United States,4,"PostgreSQL, Microsoft Access, SQLite, SAP",2,Developer: BI,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,77000.0,78374.77
Denmark,17,PostgreSQL,17,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,108000.0,91357.07
India,8,Amazon RDS (any flavor),8,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,18680.0,25538.219
United States,5,"Microsoft Access, SQLite",5,Developer: BI,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,100000.0,89612.69
United Kingdom,22,Azure SQL DB,2,DBA (General),1,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,127554.64
United States,18,"MySQL/MariaDB, Azure SQL DB",13,Architect,1,Full time employee,Private business,2019,Microsoft SQL Server,Yes,2,Female,132000.0,145689.55
United States,12,Microsoft SQL Server,12,DBA (Production Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,113000.0,120654.88
United States,10,"MySQL/MariaDB, PostgreSQL, Microsoft Access",1,Analyst,0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Female,60000.0,70344.29
United States,15,Microsoft SQL Server,15,Engineer,4,Full time employee,Private business,2021,Oracle,No,1,Prefer not to say,141000.0,86318.57
New Zealand,11,"PostgreSQL, Azure SQL DB, Amazon RDS (any flavor), JADE",4,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,100000.0,82425.125
United States,20,"MongoDB, Cassandra",1,Engineer,3,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,150000.0,115522.266
United States,12,Microsoft SQL Server,2,Manager,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,130000.0,135304.06
United States,10,"Oracle, Azure SQL DB (any flavor), CosmosDB",4,Manager,6,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,103900.0,127881.55
United States,10,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor), Redshift",10,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,130000.0,104772.88
United States,5,"Microsoft SQL Server, Oracle, DB2, Microsoft Access",1,Analyst,6,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,73000.0,90438.04
United States,20,"Microsoft SQL Server, Oracle",3,Architect,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,135000.0,139840.73
Spain,13,"Microsoft SQL Server, Oracle, SAP",10,DBA,0,Full time employee,Private business,2017,Oracle,No,0,Not Asked,40000.0,52983.707
Uruguay,8,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, SQLite, Azure SQL DB (any flavor), CosmosDB",8,Developer: App Code,1,Consulting Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,165000.0,37613.45
Australia,2,Microsoft Access,2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,54000.0,64491.99
Mexico,10,"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB",3,DBA,0,Full time employee,State/province government,2017,Microsoft SQL Server,Yes,0,Not Asked,20000.0,36770.727
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Hadoop (HBase,etc...)",20,Engineer,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,102000.0,116636.86
United States,12,"Oracle, Microsoft Access, SQLite",12,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,108000.0,98042.27
United States,6,"SQLite, Azure SQL DB",21,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,125000.0,98820.62
United Kingdom,15,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite, Azure SQL DB (any flavor), Amazon RDS (any flavor)",10,Developer: App Code,0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,50000.0,67623.07
United States,6,"Oracle, PostgreSQL",6,DBA (General),1,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,56000.0,93425.09
United States,6,"Oracle, DB2",3,DBA (General),0,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,70000.0,92547.914
United States,16,"Microsoft SQL Server, Azure SQL DB",16,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,6,Male,162000.0,123248.31
United Kingdom,10,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Prefer not to say,67000.0,58218.1
United States,17,"Oracle, Microsoft Access, SQLite, Azure SQL DB",5,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,135000.0,119622.97
United States,22,"Oracle, Microsoft Access",3,DBA (General),0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,112000.0,114368.984
United States,5,Elasticsearch,4,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,90000.0,90075.164
United States,18,"MySQL/MariaDB, Microsoft Access",18,DBA (General),1,Full time employee,Non-profit,2020,Microsoft SQL Server,Yes,1,Female,102000.0,127466.12
United States,19,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB (any flavor)",20,Architect,4,Full time employee,State/province government,2021,Microsoft SQL Server,No,2,Prefer not to say,144000.0,111019.28
Germany,20,"Microsoft SQL Server, MySQL/MariaDB, SQLite",16,Architect,0,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,130000.0,119181.48
Australia,15,"Microsoft SQL Server, Oracle, PostgreSQL",15,Engineer,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,77000.0,94431.516
United States,20,Azure SQL DB,20,DBA (Development Focus),3,Consulting Full time employee,Private business,2019,Microsoft SQL Server,No,6,Male,132000.0,132144.61
United States,19,"Oracle, MySQL/MariaDB, PostgreSQL, Teradata, Hadoop",1,Developer: T-SQL,1,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,110000.0,118055.53
United States,2,"Oracle, MySQL/MariaDB, Azure SQL DB (any flavor)",3,DBA (General),3,Full time employee,Local government,2021,Microsoft SQL Server,No,2,Male,74000.0,63618.664
United States,7,"MySQL/MariaDB, Azure SQL DB",1,Manager,5,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,92000.0,128830.62
United States,8,Microsoft SQL Server,8,DBA (General),6,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,90000.0,109619.445
Romania,15,Amazon RDS (any flavor),15,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,62000.0,62684.254
United States,5,"Microsoft SQL Server, Oracle, Teradata",5,Developer: T-SQL,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,118000.0,103017.914
United States,14,"Oracle, Azure SQL DB (any flavor)",14,DBA (Development Focus),1,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,145000.0,117613.83
United States,7,"Microsoft SQL Server, MongoDB, DB2, Azure SQL DB",7,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,105000.0,93397.76
India,1,Microsoft SQL Server,1,Developer: T-SQL,1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,7475.449999999997,-608.7583
United States,1,Oracle,1,Developer: T-SQL,6,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,95500.0,62610.117
United Kingdom,18,"Oracle, MongoDB, Microsoft Access, Ingres",29,DBA (General),1,Full time employee,Federal government,2020,Microsoft SQL Server,No,1,Female,45000.0,69774.53
Saudi Arabia,7,"Oracle, MySQL/MariaDB, Microsoft Access, SQLite",3,DBA,5,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,65000.0,37785.816
United States,14,"MongoDB, Microsoft Access",6,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,92822.0,110172.4
Luxembourg,5,"Microsoft SQL Server, MySQL/MariaDB",5,DBA (General),4,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,102000.0,74617.695
United Kingdom,6,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, SAP, Azure SQL DB",3,Developer: T-SQL,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,42000.0,57869.688
United States,18,MySQL/MariaDB,18,DBA (Production Focus),0,Full time employee,Private business,2020,Microsoft SQL Server,No,6,Female,132000.0,118283.086
Hungary,4,"Microsoft SQL Server, Oracle, PostgreSQL",2,Developer: BI,5,Consulting Full time employee,Private business,2018,Azure SQL DB,Yes,0,Male,33000.0,23170.922
United States,10,"Microsoft SQL Server, Oracle",10,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,115000.0,106136.15
United States,5,"Microsoft SQL Server, Oracle, Snowflake",1,Developer: BI,2,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,92000.0,92691.586
United States,17,"DB2, Microsoft Access, SQLite",17,DBA,0,Consulting Full time employee,Federal government,2017,Microsoft SQL Server,No,0,Not Asked,125000.0,152585.66
United States,11,Oracle,22,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,119071.0,117970.62
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2",1,DBA (General),1,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,101000.0,125223.42
United States,6,"MongoDB, Teradata",6,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,106000.0,94301.195
United States,15,Oracle,1,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,130000.0,115491.1
Canada,9,"Microsoft SQL Server, Microsoft Access",5,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,73000.0,76411.95
United Kingdom,10,"Microsoft SQL Server, Oracle, Azure SQL DB (any flavor), Amazon RDS (any flavor)",4,Engineer,0,Independent consultant,Private business,2020,Microsoft SQL Server,No,6,Male,100000.0,99647.92
United States,5,"Microsoft Access, Teradata",5,Analyst,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,86500.0,77929.984
United States,10,"Microsoft SQL Server, Oracle, Microsoft Access, Neo4j",5,Manager,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,175000.0,120145.195
United States,20,"DB2, Microsoft Access, Azure SQL DB",25,Other,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,98000.0,98831.48
United States,20,"Oracle, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB",5,Architect,3,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,149000.0,136301.62
Canada,15,"Oracle, MySQL/MariaDB, Cassandra",15,Architect,6,Full time employee,Local government,2021,Microsoft SQL Server,No,0,Male,70000.0,73432.164
Italy,3,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Microsoft Access, SQLite",2,Data Scientist,1,Full time employee,Private business,2017,Oracle,No,0,Not Asked,45000.0,57635.73
United States,2,"Microsoft SQL Server, Oracle, DB2, Microsoft Access, Teradata",6,Analyst,2,Full time employee,Private business,2018,Teradata,No,0,Male,95000.0,90116.445
United States,17,"MongoDB, Microsoft Access, Azure SQL DB",17,Developer: BI,2,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,120000.0,105077.37
United States,4,"Microsoft SQL Server, Hive",2,Developer: BI,1,Full time employee,Private business,2019,Oracle,No,1,Male,77000.0,83711.51
United States,10,"MySQL/MariaDB, Microsoft Access",6,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,11500.0,103406.445
United States,17,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL",3,DBA (Development Focus),0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,101000.0,113391.64
United States,15,"Microsoft SQL Server, Azure SQL DB",1,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,84000.0,116696.086
United States,22,"Oracle, Azure SQL DB (any flavor)",22,Developer: App Code,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,158567.0,120994.73
United States,6,"Cassandra, Elasticsearch",6,Developer: App Code,5,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,125000.0,115979.09
United States,1,Azure SQL DB (any flavor),1,Developer: T-SQL,1,Part time,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,1,Male,28000.0,22863.594
United States,6,"Oracle, PostgreSQL",6,DBA (General),1,Full time employee,Federal government,2018,Microsoft SQL Server,No,0,Female,62000.0,91866.77
United States,19,"Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",15,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,130000.0,118543.45
United States,9,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",1,Engineer,4,Independent consultant,Private business,2018,Other,No,0,Male,110240.0,162941.83
United States,5,Azure SQL DB,2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,108000.0,88304.15
Colombia,5,"Microsoft SQL Server, MongoDB, Azure SQL DB (any flavor)",5,Developer: App Code,6,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,2,Prefer not to say,24000.0,31767.105
United States,20,"Microsoft SQL Server, PostgreSQL, MongoDB, SQLite, Azure SQL DB",20,Architect,4,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,136000.0,158189.69
New Zealand,7,"Microsoft SQL Server, Microsoft Access, SQLite",8,DBA (Production Focus),4,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,54999.99999999999,52880.66
Norway,20,"MySQL/MariaDB, Cassandra, Microsoft Access, SQLite, Azure SQL DB (any flavor), CosmosDB",4,Other,2,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,70.0,105603.02
United States,12,Sybase,2,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,130000.0,106379.47
Philippines,10,"Oracle, Microsoft Access, Azure SQL DB",5,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,35000.0,28943.363
Sweden,2,"Azure SQL DB, RavenDB",2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,49000.0,57467.086
United Kingdom,10,Snowflake,8,Developer: BI,6,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,65000.0,70171.26
United States,2,"Microsoft SQL Server, MySQL/MariaDB",2,Analyst,3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,64000.0,73356.55
United States,7,Microsoft SQL Server,6,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,95000.0,96814.76
United States,2,Microsoft Access,25,Other,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,84000.0,83098.27
United States,10,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, SQLite, Redshift",5,Architect,0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,140000.0,120728.125
United States,22,"MySQL/MariaDB, PostgreSQL, DB2, CosmosDB",20,DBA (Development Focus),1,Full time employee,Non-profit,2020,Microsoft SQL Server,No,0,Male,116000.0,133619.86
United States,2,Microsoft SQL Server,2,DBA (Production Focus),4,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Female,89347.0,69420.73
United States,8,Microsoft Access,8,DBA (Development Focus),2,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,140000.0,105221.66
United States,16,"Microsoft Access, Azure SQL DB",4,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,112000.0,117428.195
United Kingdom,10,"Microsoft SQL Server, Azure SQL DB (any flavor), Amazon RDS (any flavor)",2,Engineer,0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,65890.0,82031.37
Australia,12,Oracle,12,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,78988.97
United States,6,"Microsoft SQL Server, MySQL/MariaDB",6,Developer: T-SQL,6,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,106000.0,89102.5
United States,8,Oracle,8,Developer: T-SQL,6,Full time employee,Local government,2020,Microsoft SQL Server,No,1,Male,97000.0,92130.04
United States,18,"Microsoft SQL Server, Azure SQL DB (any flavor)",5,DBA (Production Focus),1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,125000.0,128207.234
Italy,3,"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor)",9,Other,6,Full time employee,Private business,2021,Cassandra,Yes,0,Prefer not to say,66000.0,49343.38
Portugal,8,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB (any flavor), CosmosDB",5,Manager,5,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,50000.0,39556.977
Belarus,6,"MySQL/MariaDB, SQLite, Azure SQL DB",1,Developer: App Code,3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,34158.273
Sweden,13,CosmosDB,13,DBA (General),0,Full time employee,Federal government,2021,Microsoft SQL Server,No,0,Male,70200.0,62332.78
United States,10,"MongoDB, Azure SQL DB",8,DBA (Development Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,187000.0,121549.55
United States,12,Azure SQL DB,1,Architect,0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,116500.0,122110.73
United States,20,"MySQL/MariaDB, Azure SQL DB",9,DBA (General),2,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,106000.0,128146.11
United States,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Azure SQL DB (any flavor)",8,DBA (General),5,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,110000.0,115751.52
United States,10,Microsoft SQL Server,4,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,73000.0,102396.53
United States,19,Informix,25,DBA (General),1,Full time employee,Local government,2020,Microsoft SQL Server,No,2,Male,132000.0,108321.64
Canada,4,"Oracle, PostgreSQL, Microsoft Access",4,Developer: BI,4,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,61000.0,44877.656
United States,10,MongoDB,8,DBA (Production Focus),3,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,125000.0,111428.58
United States,15,"Oracle, MySQL/MariaDB, Amazon RDS (any flavor), Vertica",12,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,109000.0,120977.27
United States,4,Microsoft Access,3,Developer: T-SQL,6,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,87000.0,72457.984
United States,1,Microsoft SQL Server,1,Developer: BI,2,Part time,Private business,2020,MySQL/MariaDB,No,1,Male,30000.0,21169.703
Sweden,2,Azure SQL DB,2,DBA (Production Focus),6,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,58000.0,66745.52
United States,4,"MySQL/MariaDB, Microsoft Access",4,DBA (General),1,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,67000.0,68166.625
United States,5,"Microsoft SQL Server, MySQL/MariaDB, MongoDB",15,Other,1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,93000.0,87552.64
United States,5,"Oracle, MySQL/MariaDB, DB2",5,Architect,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,102947.4
